cell_id,diag,capacity_ah,RUL,eol_threshold_ah,eol_diag,source_file,parse_note,fade_frac,cap_slope_k3
G1,1,4.90310335159302,10,3.922482681274417,11,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.0,
G1,2,4.83806896209717,9,3.922482681274417,11,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.013263923852374182,-0.06503438949584929
G1,3,4.7741117477417,8,3.922482681274417,11,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.026308155182862003,-0.06449580192566076
G1,4,4.72236967086792,7,3.922482681274417,11,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.03686107915028547,-0.05784964561462419
G1,5,4.705929279327393,6,3.922482681274417,11,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.04021413748122726,-0.03409123420715294
G1,6,4.69975328445435,5,3.922482681274417,11,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.04147374684088634,-0.011308193206785219
G1,7,4.6827921867370605,4,3.922482681274417,11,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.044933004478557526,-0.011568546295165212
G1,8,4.659654140472412,3,3.922482681274417,11,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.049652065980112625,-0.020049571990969083
G1,9,4.644331932067871,2,3.922482681274417,11,Diag_9/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.0527770681075026,-0.019230127334595046
G1,10,4.62394905090332,1,3.922482681274417,11,Diag_10/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.05693420690367512,-0.01785254478454551
G1,11,4.59979820251465,0,3.922482681274417,11,Diag_11/Capacity_test/INR21700_M50T_T23_Aging_0_05C_G1_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.06185983189194366,-0.022266864776609697
V4,1,4.868763446807861,10,3.895010757446289,11,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.0,
V4,2,4.82780933380127,9,3.895010757446289,11,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.00841160460022794,-0.040954113006589334
V4,3,4.79154348373413,8,3.895010757446289,11,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.01586028237300363,-0.03860998153686628
V4,4,4.756007671356201,7,3.895010757446289,11,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.023159017003709037,-0.035900831222533694
V4,5,4.718296051025391,6,3.895010757446289,11,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.030904642919368452,-0.03662371635436941
V4,6,4.69672822952271,5,3.895010757446289,11,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.03533447849020954,-0.029639720916745205
V4,7,4.677850723266602,4,3.895010757446289,11,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.03921174762894453,-0.02022266387939425
V4,8,4.652067184448242,3,3.895010757446289,11,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.04450745342776785,-0.022330522537233638
V4,9,4.62839221954346,2,3.895010757446289,11,Diag_9/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.04937007720553721,-0.02472925186157114
V4,10,4.614973068237305,1,3.895010757446289,11,Diag_10/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.05212624957923373,-0.018547058105468323
V4,11,4.60245275497437,0,3.895010757446289,11,Diag_11/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V4_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.05469780874404462,-0.01296973228454565
V5,1,4.86023807525635,3,3.888190460205081,4,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V5_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.0,
V5,2,4.843500137329102,2,3.888190460205081,4,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V5_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.0034438514467968195,-0.016737937927247943
V5,3,4.7632975578308105,1,3.888190460205081,4,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V5_Channel_1.xlsx,stream RawData → RawData_1_1: max Discharge_Capacity(Ah),0.01994563145354289,-0.04847025871277061
V5,4,4.70546579360962,0,3.888190460205081,4,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_V5_Channel_1.xlsx,stream RawData → Channel_1_1: max Discharge_Capacity(Ah),0.031844588526369066,-0.06901717185973992
W10,1,4.86595726013184,14,3.892765808105473,15,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.0,
W10,2,4.833628177642822,13,3.892765808105473,15,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → RawData_6_1: max Discharge_Capacity(Ah),0.006643930630854333,-0.03232908248901584
W10,3,4.76470232009888,12,3.892765808105473,15,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.020808842868919375,-0.05062747001648186
W10,4,4.70133686065674,11,3.892765808105473,15,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.0338310409801339,-0.0661456584930401
W10,5,4.64544773101807,10,3.892765808105473,15,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.045316782973099046,-0.05962729454040473
W10,6,4.6345977783203125,9,3.892765808105473,15,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → RawData_6_1: max Discharge_Capacity(Ah),0.04754655033802313,-0.033369541168213904
W10,7,4.59191370010376,8,3.892765808105473,15,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → RawData_6_1: max Discharge_Capacity(Ah),0.056318530019446866,-0.02676701545715415
W10,8,4.55394268035889,7,3.892765808105473,15,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.06412193184049797,-0.040327548980711087
W10,9,4.5440826416015625,6,3.892765808105473,15,Diag_9/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → RawData_6_1: max Discharge_Capacity(Ah),0.06614826257671591,-0.02391552925109894
W10,10,4.543238162994385,5,3.892765808105473,15,Diag_10/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → RawData_6_1: max Discharge_Capacity(Ah),0.06632181087606015,-0.005352258682252345
W10,11,4.52842664718628,4,3.892765808105473,15,Diag_11/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.06936571673389813,-0.007827997207641338
W10,12,4.51055240631104,3,3.892765808105473,15,Diag_12/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.07303904140974127,-0.016342878341672917
W10,13,4.497091293334961,2,3.892765808105473,15,Diag_13/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → RawData_6_1: max Discharge_Capacity(Ah),0.07580542677986557,-0.015667676925659027
W10,14,4.47799062728882,1,3.892765808105473,15,Diag_14/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.07973079336757438,-0.016280889511109755
W10,15,4.45911455154419,0,3.892765808105473,15,Diag_15/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W10_Channel_6.xlsx,stream RawData → Channel_6_1: max Discharge_Capacity(Ah),0.08361000453518719,-0.018988370895384563
W3,1,4.820771217346191,2,3.856616973876953,3,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W3_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.0,
W3,2,4.778200626373291,1,3.856616973876953,3,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W3_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.008830659878594105,-0.04257059097289942
W3,3,4.731905937194824,0,3.856616973876953,3,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W3_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.01843383063515036,-0.04443264007568423
W4,1,4.82249736785889,7,3.857997894287113,8,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.0,
W4,2,4.79952907562256,6,3.857997894287113,8,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.004762738159155844,-0.0229682922363285
W4,3,4.7460246086120605,5,3.857997894287113,8,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_4.xlsx,stream RawData → RawData_4_1: max Discharge_Capacity(Ah),0.01585750150046894,-0.038236379623415064
W4,4,4.650973796844482,4,3.857997894287113,8,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.03556737472944682,-0.07427763938903786
W4,5,4.600264072418213,3,3.857997894287113,8,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.046082616223250605,-0.0728802680969237
W4,6,4.62234687805176,2,3.857997894287113,8,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_2.xlsx,stream RawData → Channel_2_1: max Discharge_Capacity(Ah),0.0415034938414065,-0.014313459396361713
W4,7,4.557167530059815,1,3.857997894287113,8,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.05501917731826089,-0.021548271179198306
W4,8,4.5347418785095215,0,3.857997894287113,8,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W4_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.05966939272319971,-0.04380249977111854
W5,1,4.85656547546387,14,3.885252380371096,15,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.0,
W5,2,4.832487106323242,13,3.885252380371096,15,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.0049579006526886404,-0.024078369140626103
W5,3,4.77918815612793,12,3.885252380371096,15,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.015932518510635263,-0.03868865966797086
W5,4,4.72342824935913,11,3.885252380371096,15,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.02741386413451441,-0.054529428482055414
W5,5,4.62849187850952,10,3.885252380371096,15,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.046961911273844414,-0.07534813880920488
W5,6,4.60258293151855,9,3.885252380371096,15,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.05229674040810928,-0.060422658920290216
W5,7,4.56990385055542,8,3.885252380371096,15,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.05902558636483113,-0.02929401397704925
W5,8,4.53639554977417,7,3.885252380371096,15,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.06592517434537815,-0.03309369087219036
W5,9,4.546674728393555,6,3.885252380371096,15,Diag_9/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.06380862126454012,-0.011614561080933115
W5,10,4.53537940979004,5,3.885252380371096,15,Diag_10/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → Channel_2_1: max Discharge_Capacity(Ah),0.06613440450798247,-0.0005080699920648517
W5,11,4.52024793624878,4,3.885252380371096,15,Diag_11/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → Channel_2_1: max Discharge_Capacity(Ah),0.06925007825267027,-0.013213396072387735
W5,12,4.50067663192749,3,3.885252380371096,15,Diag_12/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.0732799434774195,-0.017351388931275382
W5,13,4.48689985275269,2,3.885252380371096,15,Diag_13/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → Channel_2_1: max Discharge_Capacity(Ah),0.07611667639997621,-0.016674041748044932
W5,14,4.474515914916992,1,3.885252380371096,15,Diag_14/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → RawData_2_1: max Discharge_Capacity(Ah),0.07866661377820439,-0.013080358505248463
W5,15,4.45058917999268,0,3.885252380371096,15,Diag_15/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W5_Channel_2.xlsx,stream RawData → Channel_2_1: max Discharge_Capacity(Ah),0.0835932919101463,-0.01815533638000436
W7,1,4.88255834579468,3,3.9060466766357447,4,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W7_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.0,
W7,2,4.837966442108154,2,3.9060466766357447,4,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W7_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.009132897249437444,-0.0445919036865243
W7,3,4.77052164077759,1,3.9060466766357447,4,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W7_Channel_3.xlsx,stream RawData → Channel_3_1: max Discharge_Capacity(Ah),0.022946311560943733,-0.05601835250854641
W7,4,4.720949172973633,0,3.9060466766357447,4,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W7_Channel_3.xlsx,stream RawData → RawData_3_1: max Discharge_Capacity(Ah),0.033099281437208194,-0.05850863456725944
W8,1,4.87693548202515,14,3.90154838562012,15,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.0,
W8,2,4.83460330963135,13,3.90154838562012,15,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.00868007636144108,-0.04233217239379871
W8,3,4.77346992492676,12,3.90154838562012,15,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.021215281087833104,-0.051732778549196154
W8,4,4.72929668426514,11,3.90154838562012,15,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.030272862600737693,-0.05265331268310403
W8,5,4.65217447280884,10,3.90154838562012,15,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.046086525041126536,-0.06064772605896006
W8,6,4.640345573425293,9,3.90154838562012,15,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → RawData_4_1: max Discharge_Capacity(Ah),0.04851200297232827,-0.04447555541992312
W8,7,4.596755027771,8,3.90154838562012,15,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.05745010474032464,-0.027709722518919594
W8,8,4.55724382400513,7,3.90154838562012,15,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.06555175052003526,-0.041550874710081925
W8,9,4.53209781646729,6,3.90154838562012,15,Diag_9/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.07070785882421937,-0.03232860565185523
W8,10,4.53614377975464,5,3.90154838562012,15,Diag_10/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.06987824701117362,-0.010550022125244703
W8,11,4.528367042541504,4,3.90154838562012,15,Diag_11/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → RawData_4_1: max Discharge_Capacity(Ah),0.0714728420682127,-0.0018653869628921323
W8,12,4.5106120109558105,3,3.90154838562012,15,Diag_12/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → RawData_4_1: max Discharge_Capacity(Ah),0.07511345442634876,-0.01276588439941497
W8,13,4.495803356170654,2,3.90154838562012,15,Diag_13/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → RawData_4_1: max Discharge_Capacity(Ah),0.07814992165863766,-0.01628184318542543
W8,14,4.48379182815552,1,3.90154838562012,15,Diag_14/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.08061284700579563,-0.01341009140014565
W8,15,4.45690250396729,0,3.90154838562012,15,Diag_15/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W8_Channel_4.xlsx,stream RawData → Channel_4_1: max Discharge_Capacity(Ah),0.08612641680538313,-0.01945042610168124
W9,1,4.87428188323975,14,3.8994255065918,15,Diag_1/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.0,
W9,2,4.83468055725098,13,3.8994255065918,15,Diag_2/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.008124545715121445,-0.03960132598876844
W9,3,4.77194118499756,12,3.8994255065918,15,Diag_3/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.02099605658714332,-0.051170349121095936
W9,4,4.72297525405884,11,3.8994255065918,15,Diag_4/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.03104182991574178,-0.05585265159606889
W9,5,4.656551837921143,10,3.8994255065918,15,Diag_5/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.044669153433098185,-0.05769467353820881
W9,6,4.64247226715088,9,3.8994255065918,15,Diag_6/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.04755769601383719,-0.04025149345398005
W9,7,4.598756790161133,8,3.8994255065918,15,Diag_7/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.05652629447345092,-0.028897523880004255
W9,8,4.5580735206604,7,3.8994255065918,15,Diag_8/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.0648728100167193,-0.04219937324523956
W9,9,4.54625511169434,6,3.8994255065918,15,Diag_9/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.06729745620033412,-0.02625083923339652
W9,10,4.54666376113892,5,3.8994255065918,15,Diag_10/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.06721361832341854,-0.0057048797607393955
W9,11,4.53464794158936,4,3.8994255065918,15,Diag_11/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.06967876495165848,-0.005803585052490246
W9,12,4.51584815979004,3,3.8994255065918,15,Diag_12/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.07353569859843079,-0.015407800674440059
W9,13,4.50069046020508,2,3.8994255065918,15,Diag_13/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.07664542839002941,-0.016978740692140535
W9,14,4.4864616394043,1,3.8994255065918,15,Diag_14/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → Channel_5_1: max Discharge_Capacity(Ah),0.07956459087213885,-0.014693260192869404
W9,15,4.463680267333984,0,3.8994255065918,15,Diag_15/Capacity_test/INR21700_M50T_T23_Aging_0_05C_W9_Channel_5.xlsx,stream RawData → RawData_5_1: max Discharge_Capacity(Ah),0.08423838131266503,-0.018505096435547243
